"","local_health_unit","operation_name","city","state","zip","municipality","county","vendor_type","creation_date","address","lat","lon"
"287","NYC","CRANBERRY GOURMET CORP","NEW YORK","NY",10009,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","402 EAST 14TH  STREET
NEW YORK, NY 10009
","40.73106999500004"," -73.98235096299999"
"288","NYC","OSCAR L INC","NEW YORK","NY",10019,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","781 9TH AVENUE
NEW YORK, NY 10019
","40.76491000200008"," -73.98812902799995"
"289","NYC","4 STAR VEGETABLE & FOOD CORP","JAMAICA","NY",11435,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","87-78 SUTPHIN  BOULEVARD
JAMAICA, NY 11435
","40.70513999100007"," -73.80956397999995"
"290","NYC","3 IN 1 KITCHEN AMK  CORP","BROOKLYN","NY",11219,"BROOKLYN","NEW YORK CITY","RESTAURANT/ATUPA","11/10/2020","4902 FORT HAMILTON PARKWAY
BROOKLYN, NY 11219
","40.63838001800008"," -73.99793702799997"
"291","NYC","RAMALLAH FOOD CORP","BROOKLYN","NY",11231,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","592 CLINTON STREET
BROOKLYN, NY 11231
","40.675410009000075"," -74.00170502899994"
"292","NYC","BEDFORD DELI MART CORP.","BROOKLYN","NY",11225,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1990 BEDFORD AVENUE
BROOKLYN, NY 11225
","40.656270017000054"," -73.95659203399998"
"293","NYC","KOSHER CONVENIENCE INC.","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","OTHER","11/10/2020","1304 M AVENUE
BROOKLYN, NY 11230
","40.61770001900004"," -73.96165101499997"
"294","NYC","LISA DELI & GROCERY 2019 CORP","BROOKLYN","NY",11205,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","411 MYRTLE  AVENUE
BROOKLYN, NY 11205
","40.693230019000055"," -73.96937099899998"
"295","NYC","90-46 161 FOOD CORP","JAMAICA","NY",11432,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","9046 161ST STREET
JAMAICA, NY 11432
","40.704289982000034"," -73.79885299799997"
"296","NYC","LIGIA GROCERY STORE","BROOKLYN","NY",11203,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4023 CHURCH AVENUE
BROOKLYN, NY 11203
","40.65143998700006"," -73.93922799899997"
"297","NYC","S & T NEWS INC","NEW YORK","NY",10022,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","300 PARK AVENUE
NEW YORK, NY 10022
","40.75693998500003"," -73.97446199999996"
"298","NYC","TRAVEL TRADERS HOTEL STORES INC","NEW YORK","NY",10017,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","212 EAST 42ND  STREET
NEW YORK, NY 10017
","40.750320000000045"," -73.97382598099995"
"299","NYC","ALMATHRAHI, KAREEM (DBA) AL-YEMENI MARKET","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","666 WOODWARD AVENUE
RIDGEWOOD, NY 11385
","40.70528001100007"," -73.90655399899998"
"300","NYC","SALAHI, NAZER Y","BROOKLYN","NY",11203,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4524 CHURCH AVENUE
BROOKLYN, NY 11203
","40.65143001300004"," -73.93441703799994"
"301","NYC","CONY ISLAND FAIR MART CORP.","BROOKLYN","NY",11224,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2202 SURF AVENUE
BROOKLYN, NY 11224
","40.57406001800007"," -73.98881198599997"
"302","NYC","BOLLA OPERATING CORP.","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GAS STATION","11/10/2020","1143 ATLANTIC AVENUE
BROOKLYN, NY 11216
","40.67940997900007"," -73.95357102799994"
"303","NYC","LAI'S AUTO SERVICE CORP.","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","137-17 NORTHERN BOULEVARD
FLUSHING, NY 11354
","40.76358000300007"," -73.83057397499994"
"304","NYC","7TH ST. DELI & GRILL CORP.","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","402 5TH AVENUE
BROOKLYN, NY 11215
","40.67053999800004"," -73.98534497899993"
"305","NYC","287 CANDY CORP.","BRONX","NY",10456,"BRONX","NEW YORK CITY","TOBACCO RETAIL","11/10/2020","287 EAST 170TH STREET
BRONX, NY 10456
","40.83778000500007"," -73.91083296099998"
"306","NYC","MONEGRO, HECTOR E","BROOKLYN","NY",11206,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","105 CENTRAL  AVENUE
BROOKLYN, NY 11206
","40.70044998100008"," -73.92907298799997"
"307","NYC","J.D. FOODS LLC","QUEENS VILLAGE","NY",11427,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","219-17 HILLSIDE AVENUE
QUEENS VILLAGE, NY 11427
","40.730010020000066"," -73.74526698799997"
"308","NYC","RIVERSIDE GOURMET MARKET INC.","NEW YORK","NY",10032,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3779 BROADWAY
NEW YORK, NY 10032
","40.83402000900003"," -73.94549699199996"
"309","NYC","ATLANTIC AVE SMOKE SHOP INC.","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","OTHER","11/10/2020","176 ATLANTIC AVENUE
BROOKLYN, NY 11201
","40.68988999800007"," -73.99365798299993"
"310","NYC","MAHEK GROCERY INC.","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","110-84 QUEENS BOULEVARD
FOREST HILLS, NY 11375
","40.71859001200005"," -73.83829697699997"
"311","NYC","FORTUNE HUT, INC.","OZONE PARK","NY",11416,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","7611 101ST AVENUE
OZONE PARK, NY 11416
","40.680183000000056"," -73.86103096099998"
"312","NYC","108 DELI & GROCERY INC","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","5314 108TH  STREET
CORONA, NY 11368
","40.74226000400006"," -73.85458301499995"
"313","NYC","PATEL, HARSHADKUMAR P.","NEW YORK","NY",10011,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","265 WEST 14TH  STREET
NEW YORK, NY 10011
","40.73975000100006"," -74.00212797999995"
"314","NYC","BENSON MINI MARKET, INC","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1653 BENSON AVENUE
BROOKLYN, NY 11214
","40.60741001800005"," -74.00722602099995"
"315","NYC","DREAMER TOBACCO SHOP AND GROCERY CORP","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","300 WYCOFF AVENUE
BROOKLYN, NY 11237
","40.69922999500005"," -73.91076800099995"
"316","NYC","B & B GOURMET MARKET INC.","NEW YORK","NY",10065,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","790 LEXINGTON AVENUE
NEW YORK, NY 10065
","40.76377002100003"," -73.96722498099996"
"317","NYC","STOP 1 DELI & GRILL & GROCERY CORP","SPRINGFIELD GARDENS","NY",11413,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","141-32 224TH STREET
SPRINGFIELD GARDENS, NY 11413
","40.668960009000045"," -73.75177100899998"
"318","NYC","VELAZQUEZ GROCERY STORE","WOODSIDE","NY",11377,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","65-24 LAUREL HILL BOULEVARD
WOODSIDE, NY 11377
","40.739290002000075"," -73.90001795899997"
"319","NYC","24 DELI GROCERY INC","BRONX","NY",10461,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1801 WILLIAMSBRIDGE ROAD
BRONX, NY 10461
","40.85035998400008"," -73.85163803299997"
"320","NYC","VMAA INC","SUNNYSIDE","NY",11104,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","40-03 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
","40.74406999200005"," -73.92403697299994"
"321","NYC","FASHION NEWS LLC","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1411 BROADWAY
NEW YORK, NY 10018
","40.75409001200006"," -73.98727801299998"
"322","NYC","STARLIGHT TOBACCO & GROCERY CORP.","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","364 CENTRAL AVENUE
BROOKLYN, NY 11221
","40.69445000500008"," -73.91900598699993"
"323","NYC","MAKEY DELI GROCERY # 1 INC","BRONX","NY",10454,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2704 3RD AVENUE
BRONX, NY 10454
","40.813570009000046"," -73.92206999199993"
"324","NYC","447 MARKET INC","NEW YORK","NY",10013,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","447 BROADWAY
NEW YORK, NY 10013
","40.72043998200007"," -74.00117998699994"
"325","NYC","PRAMUKH 235, INC.","NEW YORK","NY",10014,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","171 WEST 4TH STREET
NEW YORK, NY 10014
","40.732289981000065"," -74.00152096199997"
"326","NYC","ALI BABA VAPE CITY LLC","BRONX","NY",10470,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4711 WHITE PLAINS ROAD
BRONX, NY 10470
","40.90385999600005"," -73.85022702299995"
"327","NYC","WESTERVELT DELI GROCERY CORP","STATEN ISLAND","NY",10301,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","18-20 WESTERVELT AVENUE
STATEN ISLAND, NY 10301
","40.647020000000055"," -74.08711796399996"
"328","NYC","INES DELI GROCERY CORP","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","449 IRVING AVENUE
BROOKLYN, NY 11237
","40.69599998700005"," -73.90881904099996"
"329","NYC","ZZ DELI GROCERY CORP","NEW YORK","NY",10031,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1753 AMSTERDAM AVENUE
NEW YORK, NY 10031
","40.82634998100008"," -73.94656300299994"
"330","NYC","PRAMUKH 43, INC","FLUSHING","NY",11355,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","43-67 KISSENA  BOULEVARD
FLUSHING, NY 11355
","40.754170018000025"," -73.82291802799995"
"331","NYC","YOSEIRY GROCERY STORE INC","BRONX","NY",10468,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","25 WEST 184TH  STREET
BRONX, NY 10468
","40.86105998600004"," -73.90357599299995"
"332","NYC","LITTLE NECK FOODS INC","GLEN OAKS","NY",11004,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","25302 UNION TURNPIKE
GLEN OAKS, NY 11004
","40.74388001600005"," -73.71725097899997"
"333","NYC","A & H NEWSSTAND I CORP","NEW YORK","NY",10016,"MANHATTAN","NEW YORK CITY","OTHER","11/10/2020","541 3RD AVENUE
NEW YORK, NY 10016
","40.74677001300006"," -73.97713096499996"
"334","NYC","PAOLA DELI GROCERY CORP","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","485 EAST 188TH  STREET
BRONX, NY 10458
","40.858419980000065"," -73.89041397399996"
"335","NYC","LUCKY 21 CONVENIENCE INC.","FLUSHING","NY",11366,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","192-21 UNION TURNPIKE
FLUSHING, NY 11366
","40.73028000100004"," -73.77782498199997"
"336","NYC","SHAIKH, TASMIMBANU A","NEW YORK","NY",10021,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","N/E/C 1ST AVE & E 71ST STREET
NEW YORK, NY 10021
","40.76713003300006"," -73.95648994199996"
"337","NYC","NOORUDDIN, ABDUL","NEW YORK","NY",10075,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","N/E/C EAST 79TH ST & 2ND AVENUE
NEW YORK, NY 10075
","40.77334005900008"," -73.95505990599997"
"338","NYC","GUASIMITO FOOD CORP","NEW YORK","NY",10040,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1640 ST. NICHOLAS AVENUE
NEW YORK, NY 10040
","40.856240015000026"," -73.92844099299998"
"339","NYC","SMART SUPERMARKET CORP","ELMHURST","NY",11373,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","93-16 CORONA  AVENUE
ELMHURST, NY 11373
","40.74226000400006"," -73.87081398299995"
"340","NYC","BURGOS, LUIS A.","BROOKLYN","NY",11238,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","762 CLASSON AVENUE
BROOKLYN, NY 11238
","40.67383002100007"," -73.96060101399996"
"341","NYC","ANUJEE GROCERY INC","STATEN ISLAND","NY",10301,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","328 VICTORY  BOULEVARD
STATEN ISLAND, NY 10301
","40.63403002000007"," -74.08552598899996"
"342","NYC","R & S AUTO DIAGNOSTIC INC.","WOODSIDE","NY",11377,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","63-07 BROADWAY
WOODSIDE, NY 11377
","40.75007998400008"," -73.89904699899995"
"343","NYC","PATRICIA CAMPOS","BROOKLYN","NY",11204,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","7020 20TH AVENUE
BROOKLYN, NY 11204
","40.61332998800003"," -73.98939100699994"
"344","NYC","MOE'S GOURMET FOOD CORPORATION","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","RESTAURANT/ATUPA","11/10/2020","3050 WHITESTONE EXPRESSWAY
FLUSHING, NY 11354
","40.77019611600008"," -73.83613883399994"
"345","NYC","9TH AVE GOURMET DELI INC","NEW YORK","NY",10019,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","769 9TH AVENUE
NEW YORK, NY 10019
","40.76451999200003"," -73.98840898399999"
"346","NYC","BARNES DELI FOOD MART CORP.","BRONX","NY",10462,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","803 MORRIS PARK AVENUE
BRONX, NY 10462
","40.84613001500003"," -73.86244800599997"
"347","NYC","SAIF GOURMET DELI CORP.","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1749 CROSBY AVENUE
BRONX, NY 10461
","40.84633000700006"," -73.83198397899997"
"348","NYC","RIDGEWOOD SMOKE SHOP & VAPORIZER INC","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","816 SENECA AVENUE
RIDGEWOOD, NY 11385
","40.701050000000066"," -73.90492497699995"
"349","NYC","LEXINGTON DELI INC","NEW YORK","NY",10128,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1332 LEXINGTON AVENUE
NEW YORK, NY 10128
","40.78127998400004"," -73.95445297199996"
"350","NYC","MERMAID 2 DELI INC","BROOKLYN","NY",11224,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3222 MERMAID AVENUE
BROOKLYN, NY 11224
","40.574889994000046"," -73.99923597199995"
"351","NYC","CLAY DELI GROCERY INC","BROOKLYN","NY",11222,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1115 MANHATTAN AVENUE
BROOKLYN, NY 11222
","40.73666998700003"," -73.95548604099997"
"352","NYC","JACKSON, DUANE M","NEW YORK","NY",10010,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","S/W/C EAST 23RD ST/PARK AVE SOUTH
NEW YORK, NY 10010
","40.73016630800004"," -73.99057140499997"
"353","NYC","VRI GROUP INC.","FLUSHING","NY",11354,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","26-27 COLLEGE POINT BOULEVARD
FLUSHING, NY 11354
","40.773750018000044"," -73.84568897699995"
"354","NYC","MAX DELI INC","BRONX","NY",10457,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","1570 BATHGATE AVENUE
BRONX, NY 10457
","40.83866002100007"," -73.90149401199994"
"355","NYC","KINGS 84 MOBILE","BROOKLYN","NY",11234,"BROOKLYN","NEW YORK CITY","GAS STATION","11/10/2020","8401 FLATLANDS  AVENUE
BROOKLYN, NY 11234
","40.637849989000074"," -73.91028302399997"
"356","NYC","NY DELI AND MINI MARKET CORP","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","684 HEGEMAN AVENUE
BROOKLYN, NY 11207
","40.662070001000075"," -73.88629804099998"
"357","NYC","ALI  2023 DELI & GROCERY LLC","NEW YORK","NY",10027,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2023 7TH AVENUE
NEW YORK, NY 10027
","40.80645170400004"," -73.94998329299995"
"358","NYC","KARMAKER, PARIMAL","NEW YORK","NY",10012,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","N/E/C LAFAYETTE & E HOUSTON STREET
NEW YORK, NY 10012
","40.72504005400003"," -73.99535992799997"
"359","NYC","1086 LUNA DELI GROCERY CORP","BRONX","NY",10456,"BRONX","NEW YORK CITY","BAR/LOUNGE","11/10/2020","1086 BOSTON  ROAD
BRONX, NY 10456
","40.82698000600004"," -73.90502698399996"
"360","NYC","ZOVONTES VAPES LLC.","BRONX","NY",10466,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","4022 WHITE PLAINS ROAD
BRONX, NY 10466
","40.889039995000076"," -73.85956496599994"
"361","NYC","HYUN KIM","ELMHURST","NY",11373,"QUEENS","NEW YORK CITY","STAND","11/10/2020","S/W/C 41ST AVE & 81ST STREET
ELMHURST, NY 11373
","40.74589003800003"," -73.88455988599998"
"362","NYC","MOAZEB SALEH M","OZONE PARK","NY",11417,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","94-24 LIBERTY AVENUE
OZONE PARK, NY 11417
","40.68027000400008"," -73.84395501299997"
"363","NYC","SHRI GANESH NEWSSTAND INC","NEW YORK","NY",10018,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1385 BROADWAY
NEW YORK, NY 10018
","40.75273998100005"," -73.98755696299997"
"364","NYC","BEST NEW YORK SMOKE INC.","NEW YORK","NY",10009,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","46 B AVENUE
NEW YORK, NY 10009
","40.72307001400003"," -73.98280199299995"
"365","NYC","HAFEEZ, MUHAMMAD","NEW YORK","NY",10003,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","N/E/C EAST 13TH ST & 5TH AVENUE
NEW YORK, NY 10003
","40.73531002300007"," -73.99410993499998"
"366","NYC","BALI, SUVARSHA","NEW YORK","NY",10010,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","N/E/C WEST 23RD ST & 6TH AVENUE
NEW YORK, NY 10010
","40.742900046000045"," -73.99280990199998"
"367","NYC","FRESH CITY DELI INC","BRONX","NY",10459,"BRONX","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","925 HUNTS POINT AVENUE
BRONX, NY 10459
","40.82045000100004"," -73.89129097299997"
"368","NYC","PRIYANKA DAS","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","STAND","11/10/2020","N/W/C 9TH STREET & 6TH AVENUE
BROOKLYN, NY 11215
","40.66803003700005"," -73.98392994599999"
"369","NYC","4TH AVENUE GOURMET DELI CORP.","BROOKLYN","NY",11220,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","6013 4TH AVENUE
BROOKLYN, NY 11220
","40.640420006000056"," -74.01855801899995"
"370","NYC","BANANA KISS INC","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","513B NOSTRAND AVENUE
BROOKLYN, NY 11216
","40.679753005000066"," -73.94951463999996"
"371","NYC","N & R DELI, INC.","JACKSON HEIGHTS","NY",11370,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","77-19 25TH AVENUE
JACKSON HEIGHTS, NY 11370
","40.762658370000054"," -73.89116782199994"
"372","NYC","PRINCE DELI CORP.","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","357 NOSTRAND AVENUE
BROOKLYN, NY 11216
","40.68588001200004"," -73.95053401299998"
"373","NYC","MOMTA GROCERY INC","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","5012 VERNON BOULEVARD
LONG ISLAND CITY, NY 11101
","40.74239998200005"," -73.95446302999994"
"374","NYC","NK NEWSSTAND INC.","NEW YORK","NY",10038,"MANHATTAN","NEW YORK CITY","STAND","11/10/2020","125 MAIDEN LANE
NEW YORK, NY 10038
","40.70658000200007"," -74.00641498799996"
"375","NYC","MUKTI 74 PETROLEUM INC","ELMHURST","NY",11373,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","7401 GRAND AVENUE
ELMHURST, NY 11373
","40.73037999700006"," -73.88781399199996"
"376","NYC","IKRAVEIT CORP","ASTORIA","NY",11106,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3402 30TH STREET
ASTORIA, NY 11106
","40.759970001000056"," -73.92825499799994"
"377","NYC","2258 FOOD CORP","NEW YORK","NY",10035,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2258 3RD AVENUE
NEW YORK, NY 10035
","40.802330003000066"," -73.93703302999995"
"378","NYC","EDDIES MARKET","NEW YORK","NY",10021,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1528 1ST AVENUE
NEW YORK, NY 10021
","40.77283999500003"," -73.95209698699995"
"379","NYC","ALBISHARI, KHALED H","NEW YORK","NY",10016,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","495 2ND AVENUE
NEW YORK, NY 10016
","40.74099002000003"," -73.97886199599998"
"380","NYC","PATEL, SURYA","MANHATTAN","NY",10005,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","S/W/C WALL ST & WILLIAM  STREET
MANHATTAN, NY 10005
","40.706390026000065"," -74.00951989599997"
"381","NYC","37-63 GROCERY FOOD CORP.","JACKSON HEIGHTS","NY",11372,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","3763 88TH STREET
JACKSON HEIGHTS, NY 11372
","40.74854999300004"," -73.87827999599995"
"382","NYC","MCALLISTER, THOMAS F","KEW GARDENS","NY",11415,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","S/E/C 80TH RD & QUEENS BOULEVARD
KEW GARDENS, NY 11415
","40.71385004600006"," -73.83015990899997"
"383","NYC","GOURMET DELI UNITED INC.","NEW YORK","NY",10035,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1469 5TH AVENUE
NEW YORK, NY 10035
","40.80226001400007"," -73.94505995999998"
"384","NYC","ABDULKAREEM HUDAIS","BROOKLYN","NY",11238,"BROOKLYN","NEW YORK CITY","DELICATESSEN","11/10/2020","387 FLATBUSH AVENUE
BROOKLYN, NY 11238
","40.676039993000074"," -73.97141098699996"
"385","NYC","CONEY DELI GROCERY INC.","BROOKLYN","NY",11224,"BROOKLYN","NEW YORK CITY","DELICATESSEN","11/10/2020","2803 MERMAID AVENUE
BROOKLYN, NY 11224
","40.575670013000035"," -73.99455199699997"
"386","NYC","BAGEL BOSS CORP.","STATEN ISLAND","NY",10312,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1307 ARTHUR KILL ROAD
STATEN ISLAND, NY 10312
","40.56548998300008"," -74.18405400299997"
"387","NYC","SALIM, MD","BRONX","NY",10452,"BRONX","NEW YORK CITY","STAND","11/10/2020","S/E/C JEROME AVE & ELLIOT PL
BRONX, NY 10452
","40.83961002600006"," -73.91819989999993"
"388","NYC","LIBERTY SMOKE SHOP INC.","NEW YORK","NY",10019,"MANHATTAN","NEW YORK CITY","OTHER","11/10/2020","690 10TH AVENUE
NEW YORK, NY 10019
","40.76356998700004"," -73.99237597099994"
"389","NYC","CHELA FOODS MARKET CORP","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","44 NEW LOTS  AVENUE
BROOKLYN, NY 11212
","40.65711001000005"," -73.90339997299998"
"390","NYC","RAMIREZ GROCERY STORE INC.","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","10870 43RD AVENUE
CORONA, NY 11368
","40.749330013000076"," -73.85522096099999"
"391","NYC","NIDA'S GROCERY STORE INC.","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","1501 8TH AVENUE
BROOKLYN, NY 11215
","40.661989996000045"," -73.98214703099995"
"392","NYC","H&H GROCERY INC","BROOKLYN","NY",11223,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","146 HIGHLAND AVENUE
BROOKLYN, NY 11223
","40.57540209700005"," -74.00773222299995"
"393","NYC","ACCEDE INC","NEW YORK","NY",10035,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","255 EAST 125TH STREET
NEW YORK, NY 10035
","40.80323998400007"," -73.93378001399998"
"394","NYC","NUNEZ, DOMINGO","NEW YORK","NY",10030,"MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","2591 FREDERICK DOUGLASS BOULEVARD
NEW YORK, NY 10030
","40.81859001500004"," -73.94523799099994"
"395","NYC","CANDY GROCERY LOTTO CORP.","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","8520 20TH AVENUE
BROOKLYN, NY 11214
","40.60498999500004"," -73.99805596799996"
"396","NYC","GOLD SEA TRADING INC","JACKSON HEIGHTS","NY",11372,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","8220 ROOSEVLET AVENUE
JACKSON HEIGHTS, NY 11372
","40.747590014000025"," -73.88309900399997"
"397","NYC","BAY GAS MART, INC","STATEN ISLAND","NY",10301,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","248 BAY STREET
STATEN ISLAND, NY 10301
","40.63602998400006"," -74.07634403299994"
"398","NYC","LUCKY HESTER CORNER GROCERY STORE INC.","NEW YORK","NY",10002,"MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","11/10/2020","119 HESTER STREET
NEW YORK, NY 10002
","40.71675999100006"," -73.99346503099997"
"399","NYC","6TH AVENUE DELI INC","BROOKLYN","NY",11217,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","11/10/2020","133 6TH AVENUE
BROOKLYN, NY 11217
","40.67810001300006"," -73.97599395999998"
