field_1,retailer_name,minor_involved,sale_to_minor,product_type,brand,flavor,inspection_date,decision_date,inspection_result,link,charges,address,lon,lat,newdate
"15",WALLY DELI,Yes,true,Cigar(s),Other,Russian Cream,05/09/2022,06/21/2022,Warning Letter Issued,NA,Charges not yet available,"3345 BROADWAY, NEW YORK, NY, 10031",,,2022/06/21
"16",SANTIAGO DELI,Yes,true,ENDS / E-liquid,Vuse,Tobacco,05/09/2022,06/21/2022,Warning Letter Issued,NA,Charges not yet available,"3415 BROADWAY, NEW YORK, NY, 10031",,,2022/06/21
"17",GOLDEN DELI,Yes,true,Cigar(s),Black & Mild,NA,05/09/2022,06/21/2022,Warning Letter Issued,NA,Charges not yet available,"3377 BROADWAY, NEW YORK, NY, 10031",,,2022/06/21
"32",ST. NICHOLAS FOOD AND CAFE,Yes,true,Cigar(s),White Owl,NA,See Complaint,06/07/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-1021"")",See Complaint,"285 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2022/06/07
"51",1933 DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,04/07/2022,05/24/2022,Warning Letter Issued,NA,Charges not yet available,"1933 MADISON AVENUE, NEW YORK, NY, 10035",,,2022/05/24
"172",1622 AMSTERDAM GROCERY,Yes,true,Cigar(s),Other,Sweet Aromatic,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"1622 AMSTERDAM AVE, NEW YORK, NY, 10031",,,2022/02/17
"173",MANHATTANVILLE GOURMET DELI 2 INC.,Yes,true,Cigar(s),Other,NA,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"1477 AMSTERDAM AVENUE, NEW YORK, NY, 10027",,,2022/02/17
"176",NEW AMSTERDAM GOURMET DELI,Yes,true,Cigar(s),Other,Sweet Aromatic,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"1681 AMSTERDAM AVENUE, NEW YORK, NY, 10031",,,2022/02/17
"177",EXPRESS CONVENIENCE STORE,Yes,true,Cigar(s),Other,Russian Cream,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"527 MALCOLM X BOULEVARD, NEW YORK, NY, 10037",,,2022/02/17
"178",SUHAIL DELI GROCERY,Yes,true,Cigar(s),Other,Sweet Aromatic,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"1536 AMSTERDAM AVENUE, NEW YORK, NY, 10031",,,2022/02/17
"179",SMART GOURMET DELI,Yes,true,Cigar(s),Other,Sweet Aromatic,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"1514 AMSTERDAM AVENUE, NEW YORK, NY, 10031",,,2022/02/17
"181",UPTOWN GOURMET,Yes,true,Cigar(s),Other,NA,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"304 MALCOLM X BOULEVARD, NEW YORK, NY, 10027",,,2022/02/17
"269",APOLLO DELI AND FRUIT,Yes,true,Cigar(s),Other,NA,11/13/2021,12/23/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","2350 FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY, 10027",,,2021/12/23
"274",MUTAZ SMOKE SHOP,Yes,true,ENDS / E-liquid,Other,Orange Soda,11/13/2021,12/23/2021,Warning Letter Issued,NA,Charges not yet available,"365 LENOX AVENUE, NEW YORK, NY, 10027",,,2021/12/23
"318",CUTE GIFTS SMOKE SHOP,Yes,true,Cigar(s),Other,NA,10/06/2021,11/23/2021,Warning Letter Issued,NA,Charges not yet available,"3407 BROADWAY, NEW YORK, NY, 10031",,,2021/11/23
"335",NAJI DELI GORCERY,Yes,true,Cigar(s),Other,NA,08/31/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2400 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY, 10030",,,2021/11/04
"338",3M GOURMET DELI,Yes,true,Cigar(s),Other,Russian Cream,07/29/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"316 ST. NICHOLAS AVE, NEW YORK, NY, 10027",,,2021/11/02
"341",AMEER FOOD CORP,Yes,true,ENDS / E-liquid,Other,Pink Lemonade,07/29/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"748 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10031",,,2021/11/02
"343",BROADWAY SMOKE SHOP,Yes,true,Cigar(s),Other,Russian Cream,07/29/2021,11/02/2021,Warning Letter Issued,NA,Charges not yet available,"3501 BROADWAY, NEW YORK, NY, 10031",,,2021/11/02
"344",NICHOLAS FOOD & CAFE,Yes,true,Cigar(s),Other,Honey Bourbon,07/29/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"285 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2021/11/02
"349",N. Y GRILL AND DELI,Yes,true,ENDS / E-liquid,JUUL,Menthol,07/29/2021,11/02/2021,Warning Letter Issued,NA,Charges not yet available,"1938 MADISON AVENUE, NEW YORK, NY, 10035",,,2021/11/02
"350",ONE STOP FINEST INC,Yes,true,ENDS / E-liquid,Other,Strawberry Kiwi,07/29/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"2534 FREDERICK DOUGLAS BLVD, NEW YORK, NY, 10030",,,2021/11/02
"353",MO HOOKAH TOBACCO SHOP,Yes,true,Cigar(s),Other,NA,07/29/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"3475 BROADWAY, NEW YORK, NY, 10031",,,2021/11/02
"439",EXPRESS CONVENIENCE STORE,Yes,true,Cigar(s),Other,NA,11/30/2019,01/02/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","527A MALCOLM X BOULEVARD, NEW YORK, NY, 10037",,,2020/01/02
"444",UPTOWN GOURMET,Yes,true,Cigar(s),Other,NA,11/30/2019,01/02/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","304 MALCOLM X BOULEVARD, NEW YORK, NY, 10027",,,2020/01/02
"621",GOURMET DELI.,Yes,true,Cigar(s),Black & Mild,NA,08/07/2018,10/04/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1477 AMSTERDAM AVE, NEW YORK, NY, 10027",,,2018/10/04
"1101",ST. NICHOLAS GOURMET DELI,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,07/11/2016,Civil Money Penalty not available,NA,Not yet available,"285 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2016/07/11
"1109",SUPER STYLE DELI FOOD,Yes,true,Cigarettes in a package,Marlboro,NA,Not yet available,06/13/2016,Civil Money Penalty not available,NA,Not yet available,"251 WEST 135TH STREET, NEW YORK, NY, 10030",,,2016/06/13
"1110",FLORIDA DELI,Yes,true,Cigarettes in a package,Marlboro,NA,Not yet available,06/13/2016,Civil Money Penalty not available,NA,Not yet available,"316 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2016/06/13
"1116",AB EDGECOMBE DELI,Yes,true,Cigarettes in a package,Marlboro,NA,Not yet available,05/27/2016,Civil Money Penalty not available,NA,Not yet available,"128 EDGECOMBE AVENUE, NEW YORK, NY, 10030",,,2016/05/27
"1124",AMSTERDAM STOP ONE DELI,Yes,true,Cigarettes in a package,Marlboro,NA,Not yet available,04/14/2016,Civil Money Penalty not available,NA,Not yet available,"1437 AMSTERDAM AVENUE, NEW YORK, NY, 10027",,,2016/04/14
"1126",APOLLO DELI & FRUIT,Yes,true,Cigarettes in a package,Newport,NA,11/09/2015,02/25/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2350 8TH AVENUE, NEW YORK, NY, 10027",,,2016/02/25
"1129",2278 DELI & GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,12/08/2015,02/11/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2278 7TH AVENUE, NEW YORK, NY, 10030",,,2016/02/11
"1163",ASSARY GROCERY,Yes,true,Cigarettes in a package,Newport,NA,11/11/2015,11/19/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","343 SAINT NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2015/11/19
"1166",CROWN GROCERY,Yes,true,Cigarettes in a package,Newport,NA,11/11/2015,11/19/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2215 ADAM CLAYTON POWELL JUNIOR BOULEVARD, NEW YORK, NY, 10027",,,2015/11/19
"1264",132 DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,08/11/2015,09/17/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2240 7TH AVENUE, NEW YORK, NY, 10027",,,2015/09/17
"1276",HADWAN GOURMET DELI,Yes,true,Cigarettes in a package,Newport,NA,08/31/2015,09/17/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2445 FREDERICK DOUGLASS BLVD., NEW YORK, NY, 10027",,,2015/09/17
"1287",LENOX DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,08/27/2015,09/10/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","370 MALCOLM X BOULEVARD, NEW YORK, NY, 10027",,,2015/09/10
"1290",SARH DELI GROCERY,Yes,true,Single cigarette,N/A,NA,08/31/2015,09/10/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","201 WEST 131ST STREET, NEW YORK, NY, 10027",,,2015/09/10
"1292",125TH 4 STAR DELI GROCERY,Yes,true,Single cigarette,N/A,NA,08/20/2015,09/03/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","467 WEST 125TH STREET, NEW YORK, NY, 10027",,,2015/09/03
"1293",ST. NICHOLAS SALAD BAR INC.,Yes,true,Cigarettes in a package,Marlboro,NA,08/22/2015,09/03/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","285 SAINT NICHOLAS A, NEW YORK, NY, 10027",,,2015/09/03
"1297",DELI & FRUIT,Yes,true,Cigarettes in a package,Newport,NA,08/24/2015,09/03/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2350 FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY, 10027",,,2015/09/03
"1303",2359 CANDY GROCERY CORP.,Yes,true,Single cigarette,N/A,NA,08/11/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2359 FREDERICK DOUGL, NEW YORK, NY, 10027",,,2015/08/27
"1305",APOLLO DELI & FRUIT,Yes,true,Cigarettes in a package,Newport,NA,08/17/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2350 8TH AVENUE, NEW YORK, NY, 10027",,,2015/08/27
"1310",ST. NICHOLAS GOURMET DELI,Yes,true,Cigarettes in a package,Newport,NA,08/17/2015,08/27/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","285 ST NICHOLAS AVENUE, NEW YORK, NY, 10027",,,2015/08/27
"1323",AB EDGECOMBE DELI,Yes,true,Cigarettes in a package,Newport,NA,07/05/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","128 EDGECOMBE AVENUE, NEW YORK, NY, 10030",,,2015/08/20
"1324",AMSTERDAM STOP ONE DELI,Yes,true,Cigarettes in a package,Newport,NA,08/04/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1437 AMSTERDAM AVENUE, NEW YORK, NY, 10027",,,2015/08/20
"1329",SUPER STYLE DELI FOOD,Yes,true,Cigarettes in a package,Newport,NA,07/08/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","251 WEST 135TH STREET, NEW YORK, NY, 10030",,,2015/08/20
"1330",GREEN GARDEN DELI INC.,Yes,true,Cigarettes in a package,Newport,NA,08/11/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","340 LENOX AVENUE, NEW YORK, NY, 10027",,,2015/08/20
"1331",HUMADI DELI,Yes,true,Cigarettes in a package,Newport,NA,08/04/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","354 LENOX AVE, NEW YORK, NY, 10027",,,2015/08/20
"1332",FLORIDA DELI,Yes,true,Cigarettes in a package,Newport,NA,08/04/2015,08/20/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","316 SAINT NICHOLAS AVE, NEW YORK, NY, 10027",,,2015/08/20
"1340",143 & EXPRESS DELI,Yes,true,Single cigarette,N/A,NA,07/16/2015,08/13/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2697 FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY, 10030",,,2015/08/13
"1344",551 DELI GROCERY,Yes,true,Cigarette tobacco,Other,NA,07/24/2015,08/13/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"551 MALCOLM X BOULEVARD, NEW YORK, NY, 10037",,,2015/08/13
"1349",MELO AND FALCON DELI GROCERY C,Yes,true,Cigarettes in a package,Newport,NA,07/22/2015,08/13/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2712 8TH AVE, NEW YORK, NY, 10030",,,2015/08/13
"1354",M & S FOOD CORP.,Yes,true,Cigarettes in a package,Newport,NA,07/22/2015,08/13/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2482 7TH AVENUE, NEW YORK, NY, 10030",,,2015/08/13
"1378",FOOD INC.,Yes,true,Cigarettes in a package,Newport,NA,07/10/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2527 FREDERICK DOUGLAS BOULEVARD, NEW YORK, NY, 10030",,,2015/08/06
"1384",2278 DELI & GROCERY INC.,Yes,true,Single cigarette,N/A,NA,07/03/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2278 7TH AVENUE, NEW YORK, NY, 10030",,,2015/07/30
"1395",ST. NICHOLAS PARK DELI CORP.,Yes,true,Cigarettes in a package,Newport,NA,07/05/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","622 ST NICHOLAS AVENUE, NEW YORK, NY, 10030",,,2015/07/30
"1398",DUANE READE,Yes,true,Cigarettes in a package,Newport,NA,07/08/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","300 WEST 135TH STREET, NEW YORK, NY, 10030",,,2015/07/30
"1476",RALPH & NASH DELI,Yes,true,Cigarettes in a package,Marlboro,NA,05/01/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","352 WEST 116TH STREET, NEW YORK, NY, 10032",,,2015/06/11
"1477",USA DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,05/04/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","180 MALCOLM X BOULEVARD, NEW YORK, NY, 10026",,,2015/06/11
"1486",N&A FOOD MARKET CORP,Yes,true,Cigarettes in a package,Newport,NA,04/28/2015,06/04/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2220 FREDERICK DOUGL, NEW YORK, NY, 10026",,,2015/06/04
"23",128 ST GOURMET DELI,Yes,true,Cigar(s),Black & Mild,NA,05/03/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"104 EAST 128TH STREET, NEW YORK, NY, 10035",,,2022/06/14
"24",1901 LEXINGTONCANDY AND GROCERY CORP.,Yes,true,Cigar(s),Other,Honey Bourbon,05/03/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"1901 LEXINGTON AVENUE, NEW YORK, NY, 10035",,,2022/06/14
"26",TASTY PICK DELI AND GRILL,Yes,true,Cigar(s),Black & Mild,NA,05/03/2022,06/14/2022,Warning Letter Issued,NA,Charges not yet available,"1878 LEXINGTON AVENUE, NEW YORK, NY, 10035",,,2022/06/14
"57",SANAD GOURMET DELI CORP.,Yes,true,Cigar(s),Other,NA,04/07/2022,05/19/2022,Warning Letter Issued,NA,Charges not yet available,"2020 MADISON AVENUE, NEW YORK, NY, 10035",,,2022/05/19
"131",NYC GREEN VALLEY DELI GROCERY,Yes,true,Single cigarette,N/A,Menthol,01/13/2022,03/24/2022,Warning Letter Issued,NA,Charges not yet available,"74 EAST 116TH STREET, NEW YORK, NY, 10029",,,2022/03/24
"206",BASSAM GROCERY / 2ND AVE DELI GROCERY,Yes,true,Cigar(s),Other,NA,12/22/2021,02/01/2022,Warning Letter Issued,NA,Charges not yet available,"2371 2ND AVE, NEW YORK, NY, 10035",,,2022/02/01
"213",125TH FOOD INC. / DELI,Yes,true,Cigar(s),Other,NA,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"2425 2ND AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"214",1663 PARK AVENUE MINI MARKET,Yes,true,Cigar(s),Other,NA,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"1663 PARK AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"215",2258 FOOD CORP.,Yes,true,Cigar(s),Other,Honey Bourbon,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"2258 3RD AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"216",T.S.M. 2ND AVENUE GOURMET,Yes,true,Cigar(s),Other,NA,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"248 EAST 119TH STREET, NEW YORK, NY, 10035",,,2022/01/27
"218",KED CONVENIENCE,Yes,true,ENDS / E-liquid,Other,Cranberry Lemonade Ice,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"2409 2ND AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"219",NATURAL FOOD DELI,Yes,true,Cigar(s),Other,NA,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"2181 3RD AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"281",DELI & GROCERY,Yes,true,Cigar(s),Other,Russian Cream,11/04/2021,12/16/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","5 E 115TH ST, NEW YORK, NY, 10029",,,2021/12/16
"530",NYC GREEN VALLEY DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,04/22/2019,05/30/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","74 E 116TH ST, NEW YORK, NY, 10029",,,2019/05/30
"1308",NEW HARLEM DELI MARKET CORP.,Yes,true,Cigarette tobacco,Other,NA,07/24/2015,08/27/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"585 LENOX AVENUE, NEW YORK, NY, 10037",,,2015/08/27
"1351",RIVERBEND CANDY STORE,Yes,true,Cigarette tobacco,Other,NA,07/24/2015,08/13/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2289 5TH AVE, NEW YORK, NY, 10037",,,2015/08/13
"1355",FRIENDSHIP DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,07/25/2015,08/13/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2496 7TH AVENUE, NEW YORK, NY, 10030",,,2015/08/13
"1388",BESTWAY DELI GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,07/05/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","619 LENOX AVE, NEW YORK, NY, 10030",,,2015/07/30
"1389",NEIGHBORHOOD CANDY NEWSSTAND,Yes,true,Single cigarette,N/A,NA,07/05/2015,07/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2469 ADAM CLAYTON PO, NEW YORK, NY, 10030",,,2015/07/30
"1461",BUS STOP DELI & GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,05/20/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1759 MADISON AVENUE, NEW YORK, NY, 10029",,,2015/06/25
"1463",THE NEW KING DELI GROCERY CORPORATION,Yes,true,Cigarettes in a package,Marlboro,NA,05/20/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","23 EAST 115TH STREET, NEW YORK, NY, 10029",,,2015/06/25
"1483",1842 DELI GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,05/01/2015,06/04/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"200 WEST 112 STREET, NEW YORK, NY, 10026",,,2015/06/04
"1498",DIVA DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,04/09/2015,05/14/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"16 EAST 116TH STREET, NEW YORK, NY, 10029",,,2015/05/14
"106",FLATLANDS DELI,Yes,true,Cigar(s),Phillies,NA,02/20/2022,04/12/2022,Warning Letter Issued,NA,Charges not yet available,"911 EAST 107TH STREET, BROOKLYN, NY, 11236",,,2022/04/12
"109",E-B-B PITKIN EXPRESS INC DELI GRILL,Yes,true,Single cigarette,N/A,Menthol,02/25/2022,04/07/2022,Warning Letter Issued,NA,Charges not yet available,"2484 PITKIN AVENUE, BROOKLYN, NY, 11208",,,2022/04/07
"112",EXPRESS DELI INC.,Yes,true,Cigar(s),Black & Mild,NA,02/25/2022,04/05/2022,Warning Letter Issued,NA,Charges not yet available,"2481 PITKIN AVENUE, BROOKLYN, NY, 11208",,,2022/04/05
"225",GREEN SMOKE SHOP,Yes,true,ENDS / E-liquid,Other,Pink Lemonade,12/14/2021,01/20/2022,Warning Letter Issued,NA,Charges not yet available,"1098 LIBERTY AVENUE, BROOKLYN, NY, 11208",,,2022/01/20
"309",CARDON DELI AND GROCERY,Yes,true,Cigar(s),Other,NA,07/30/2021,11/23/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"540 HEGEMAN AVENUE, BROOKLYN, NY, 11207",,,2021/11/23
"376",LINDEN DELI,Yes,true,Cigarettes in a package,Newport,NA,07/09/2021,08/10/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"2602 LINDEN BOULEVARD, BROOKLYN, NY, 11208",,,2021/08/10
"451",PITKIN GROCERY,Yes,true,Cigar(s),Other,NA,11/13/2019,12/12/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2718 PITKIN AVENUE, BROOKLYN, NY, 11208",,,2019/12/12
"470",FLATLANDS DELI,Yes,true,Cigar(s),Other,NA,10/08/2019,10/31/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","911 EAST 107TH STREET, BROOKLYN, NY, 11236",,,2019/10/31
"471",A & Y FAMILY INC.,Yes,true,Cigar(s),Other,NA,10/08/2019,10/31/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1431A ROCKAWAY PARKWAY, BROOKLYN, NY, 11236",,,2019/10/31
"607",3442 FULTON STREET FOOD CORPORATION,Yes,true,Single cigarette,N/A,NA,08/30/2018,11/08/2018,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","3442 FULTON STREET, BROOKLYN, NY, 11208",,,2018/11/08
"610",LIBERTY DELI GROCERY,Yes,true,Single cigarette,N/A,NA,08/30/2018,11/08/2018,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","1090 LIBERTY AVENUE, BROOKLYN, NY, 11208",,,2018/11/08
"611",SUTTER GROCERY,Yes,true,Single cigarette,N/A,NA,08/30/2018,11/08/2018,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age; 1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","1290 SUTTER AVENUE, BROOKLYN, NY, 11208",,,2018/11/08
"614",ARAFAT DELI GROCERY INC.,Yes,true,Single cigarette,N/A,NA,08/30/2018,10/18/2018,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","1004 JAMAICA AVE, BROOKLYN, NY, 11208",,,2018/10/18
"661",EXPERT / EL PINO GROCERY,Yes,true,Cigar(s),Black & Mild,NA,05/20/2018,07/12/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2983 FULTON STREET, BROOKLYN, NY, 11208",,,2018/07/12
"690",C-TOWN SUPERMARKET,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,05/07/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-1743"")",See Complaint,"7439 JAMAICA AVENUE, WOODHAVEN, NY, 11421",,,2018/05/07
"957",C-TOWN  SUPERMARKET,Yes,true,ENDS,blu,Magnificent Menthol,04/10/2017,04/20/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","74 39 JAMAICA AVENUE, WOODHAVEN, NY, 11421",,,2017/04/20
